Extension,Result,Assumption,AppName,AppPath,DdeExec,SysFileAssoc,WinFileAssoc,HKCU_SwCls,HKLU_has,User_Choice,User_ChoiceExec,User_ChoiceToast,User_CntProgids,User_ProgidOne,User_ProgidOneExec,User_ProgidOneToast,User_ProgIdsValid,User_ProgIdsValid2,User_CntList,User_ValidList,Root_Default,Root_DefaultExec,Root_DefaultToast,Root_CntProgids,Root_ProgidsValid,Root_ProgidOne,Root_ProgidOneExec,Root_ProgidOneToast,Root_CountList,Root_ListIsValid,Root_PersistentHandler,Root_ContentType,Root_PerceivedType
.gshader,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.gshader.f12b09fd,True,True,0,True,,text/plain,text
.gz,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},application/x-gzip,compressed
.h,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.h.f12b09fd,True,True,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.hdmp,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.hdmp.f12b09fd,True,False,0,True,,,
.hdp,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.heic,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:shell,yes:appx43hnxtbyyps62jhe9sqpdzxn1790zetc,yes,True,,False,False,0,,False,False,True,False,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,False,,False,False,1,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,True,0,True,,,image
.heics,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,yes:shell,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,image
.heif,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:shell,yes:appx43hnxtbyyps62jhe9sqpdzxn1790zetc,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,0,True,,,image
.heifs,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,yes:shell,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,image
.hh,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.hh.f12b09fd,True,True,0,True,,text/plain,text
.hhc,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},,
.hif,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:shell,yes:appx43hnxtbyyps62jhe9sqpdzxn1790zetc,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,0,True,,,image
.hlp,,exec3,Windows Winhlp32 Stub,C:\Windows\winhlp32.exe %1,,,,,False,,False,False,0,,False,False,True,False,,True,hlpfile,True,False,0,True,,False,False,0,True,,,
.hlsl,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.hlsl.f12b09fd,True,False,0,True,,text/plain,text
.hlsli,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.hlsli.f12b09fd,True,False,0,True,,text/plain,text
.hpp,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.hpp.f12b09fd,True,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.hqx,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},application/mac-binhex40,
.hsh,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.hsh.f12b09fd,True,False,0,True,,text/plain,text
.hshader,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.hshader.f12b09fd,True,False,0,True,,text/plain,text
.hta,recommended,exec3,Microsoft (R) HTML Application host,"C:\Windows\SysWOW64\mshta.exe ""%1"" {1E460BD7-F1C3-4B2E-88BF-4E770A288AF5}%U{1E460BD7-F1C3-4B2E-88BF-4E770A288AF5} %*",,,,,True,,False,False,0,,False,False,True,False,0,True,htafile,True,False,1,False,VisualStudio.hta.f12b09fd,True,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},application/hta,text
.htc,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,text/x-component,
.htm,recommended,exec3,Microsoft Edge,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument %1",,yes:shell,yes:appx4hxtad77fbk3jkkeerkrm0ze94wjf3s9,yes,True,MSEdgeHTM,True,True,1,htmlfile,True,True,True,False,msedge.exe,False,htmlfile,True,True,4,False,,False,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},text/html,text
.html,recommended,exec3,Microsoft Edge,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument %1",,yes:shell,yes:appx4hxtad77fbk3jkkeerkrm0ze94wjf3s9,yes,True,MSEdgeHTM,True,True,1,htmlfile,True,True,True,False,msedge.exe,False,htmlfile,True,True,4,False,,False,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},text/html,text
.htt,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},,
.htw,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},,
.htx,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},,
.hxx,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.hxx.f12b09fd,True,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.i,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.i.f12b09fd,True,True,0,True,,text/plain,text
.ibq,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.icc,,exec3,Microsoft Color Control Panel,"""colorcpl.exe"" ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,icmfile,False,False,0,True,,False,False,0,True,,,
.icl,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,IconLibraryFile,False,False,0,True,,False,False,0,True,,,
.icm,,exec3,Microsoft Color Control Panel,"""colorcpl.exe"" ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,icmfile,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.ico,recommended,openwith2,,C:\Windows\System32\mshtml.dll?,,yes:shell,yes:3,yes,True,,False,False,1,icofile,False,True,True,False,mspaint.exe,False,icofile,False,True,4,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},image/x-icon,image
.ics,,exec4,Calendar,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21434.0_x64__8wekyb3d8bbwe?,,,yes:appx77ghgzrbzwe6djbdyty6hp5e3z1qryqx,yes,True,,False,False,0,,False,False,True,False,microsoft.windowscommunicationsapps_8wekyb3d8bbwe!microsoft.windowslive.calendar,False,,False,False,1,True,AppX77ghgzrbzwe6djbdyty6hp5e3z1qryqx,False,True,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.idb,,openwith2,,,,,,,True,,False,False,1,VisualStudio.idb.f12b09fd,False,False,False,False,0,True,VisualStudio.idb.f12b09fd,False,False,0,True,,False,False,0,True,,,
.idl,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.idl.f12b09fd,True,True,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.idq,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.iiq,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx9rkaq77s0jzh1tyccadx9ghba15r6t3h,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,AppX9rkaq77s0jzh1tyccadx9ghba15r6t3h,False,False,0,True,,image/IIQ,image
.ilk,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,VisualStudio.ilk.f12b09fd,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.imc,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.imesx,,exec3,IME search module,"""C:\Windows\system32\IME\SHARED\imesearch.exe"" ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,imesxfile,True,False,0,True,,False,False,0,True,,,
.img,exec,exec3,Windows Explorer,C:\Windows\Explorer.exe,,,,,True,,False,False,1,Windows.IsoFile,False,False,False,False,Microsoft.AutoGenerated.{3B6E7DF3-19A3-70DB-96F6-86E65A17E61C},False,Windows.IsoFile,False,False,1,False,Windows.IsoFile,False,False,0,True,,,
.inc,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.inc.f12b09fd,True,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.inf,exec,exec3,Notepad,C:\Windows\system32\NOTEPAD.EXE %1,,yes:noshell,,,True,inffile,True,True,1,inffile,True,True,True,False,NOTEPAD.EXE,False,inffile,True,True,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.ini,exec,exec3,Notepad,C:\Windows\system32\NOTEPAD.EXE %1,,,,,True,inifile,True,True,1,inifile,True,True,True,False,NOTEPAD.EXE,False,inifile,True,True,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,text
.inl,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.inl.f12b09fd,True,True,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.inv,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.inx,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.in_,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.ipp,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.ipp.f12b09fd,True,False,0,True,,text/plain,text
.iso,exec,exec3,Windows Explorer,C:\Windows\Explorer.exe,,,,,True,,False,False,1,Windows.IsoFile,False,True,True,False,Microsoft.AutoGenerated.{3B6E7DF3-19A3-70DB-96F6-86E65A17E61C},False,Windows.IsoFile,False,True,1,True,Windows.IsoFile,False,True,0,True,,,
.itrace,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.itrace.f12b09fd,True,False,0,True,,,
.IVF,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,video
.ixx,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.ixx.f12b09fd,True,True,0,True,,text/plain,text
.jav,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.java,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,text
.jbf,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.jfif,,exec4,Photos,C:\Windows\System32\mshtml.dll?,,yes:shell,yes:3,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,1,pjpegfile,False,False,False,False,0,True,pjpegfile,False,False,4,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},image/jpeg,image
.Job,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,JobObject,False,False,0,True,,False,False,0,True,,,
.jod,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,Microsoft.Jet.OLEDB.4.0,False,False,0,True,,False,False,0,True,,,
.jpe,exec,exec4,Photos,C:\Windows\System32\mshtml.dll?,,yes:shell,yes:3,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,1,jpegfile,False,False,False,False,0,True,jpegfile,False,False,4,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},image/jpeg,image
.jpeg,,exec4,Photos,C:\Windows\System32\mshtml.dll?,,yes:shell,yes:3,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,True,1,jpegfile,False,False,False,False,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,False,jpegfile,False,False,4,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},image/jpeg,image
.jpg,,exec4,Photos,C:\Windows\System32\mshtml.dll?,,yes:shell,yes:3,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,True,1,jpegfile,False,False,False,False,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,False,jpegfile,False,False,4,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},image/jpeg,image
.js,,exec3,Microsoft ® Windows Based Script Host,"C:\Windows\System32\WScript.exe ""%1"" %*",,,,,True,,False,False,1,JSFile,True,True,True,False,{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\WScript.exe,False,JSFile,True,True,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.JSE,,exec3,Microsoft ® Windows Based Script Host,"C:\Windows\System32\WScript.exe ""%1"" %*",,,,,False,,False,False,0,,False,False,True,False,,True,JSEFile,True,False,0,True,,False,False,0,True,,,
.json,exec,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.json.f12b09fd,True,True,0,True,,application/json,
.jsonld,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.jsonld.f12b09fd,True,False,0,True,,,
.jsproj,exec,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" ""%1""",,,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.jsproj.f12b09fd,True,True,0,True,,text/plain,
.jsx,exec,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.jsx.f12b09fd,True,True,0,True,,,
.jxr,,exec4,Photos,C:\Windows\System32\mshtml.dll?,,yes:shell,yes:2,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,1,wdpfile,False,True,True,False,0,True,wdpfile,False,True,3,False,,False,False,0,True,,image/vnd.ms-photo,image
.k25,exec,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx9rkaq77s0jzh1tyccadx9ghba15r6t3h,yes,True,,False,False,0,,False,False,True,False,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,False,,False,False,1,True,AppX9rkaq77s0jzh1tyccadx9ghba15r6t3h,False,True,0,True,,image/K25,image
.kci,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.kdc,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:2,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,0,,False,False,True,False,0,True,,False,False,2,True,,False,False,0,True,,image/KDC,image
.label,,openwith2,,,,,,,True,,False,False,1,Label,False,False,False,False,0,True,Label,False,False,0,True,,False,False,0,True,,,
.latex,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},application/x-latex,
.less,exec,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.less.f12b09fd,True,True,0,True,,,
.lgn,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},,
.lib,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,VisualStudio.lib.f12b09fd,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.library-ms,,exec3,Windows Explorer,C:\Windows\Explorer.exe,,,,,False,,False,False,0,,False,False,True,False,,True,LibraryFolder,False,False,0,True,,False,False,0,True,,application/windows-library+xml,
.lic,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,VisualStudio.lic.f12b09fd,False,False,0,True,,False,False,0,True,,,
.lnk,,openwith2,,,,yes:noshell,,,True,,False,False,1,lnkfile,False,False,False,False,0,True,lnkfile,False,False,0,True,,False,False,0,True,,,
.local,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,system
.log,exec,exec3,Notepad,C:\Windows\system32\NOTEPAD.EXE %1,,,,,True,txtfile,True,True,1,txtfile,True,True,True,False,NOTEPAD.EXE,False,txtfile,True,True,0,True,,False,False,0,True,,,
.loop,,exec3,Microsoft OneDrive File Launcher,"""C:\Users\hacker\AppData\Local\Microsoft\OneDrive\23.086.0423.0002\OneDriveFileLauncher.exe"" ""%1""",,,,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,
.lpcm,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,yes:shell,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,audio/l16,audio
.lst,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.lst.f12b09fd,True,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.lzh,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,
.m14,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.m1v,,exec3,Windows Media Player,"""C:\Program Files (x86)\Windows Media Player\wmplayer.exe"" /prefetch:9 /Play ""%L""",,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,,False,False,1,WMP11.AssocFile.MPEG,True,True,True,False,wmplayer.exe,False,WMP11.AssocFile.MPEG,True,True,2,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},video/mpeg,video
.m2t,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.M2TS,True,True,True,False,0,True,WMP11.AssocFile.M2TS,True,True,3,True,,False,False,0,True,,video/vnd.dlna.mpeg-tts,video
.m2ts,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.M2TS,True,True,True,False,0,True,WMP11.AssocFile.M2TS,True,True,3,True,,False,False,0,True,,video/vnd.dlna.mpeg-tts,video
.m2v,,exec3,Windows Media Player,"""C:\Program Files (x86)\Windows Media Player\wmplayer.exe"" /prefetch:9 /Play ""%L""",,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,,False,False,1,WMP11.AssocFile.MPEG,True,True,True,False,wmplayer.exe,False,WMP11.AssocFile.MPEG,True,True,2,False,,False,False,0,True,,video/mpeg,video
.m3u,exec,exec4,Groove Music,C:\Windows\system32\wmp.dll?,,,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,1,WMP11.AssocFile.m3u,True,True,True,False,Microsoft.ZuneMusic_8wekyb3d8bbwe!Microsoft.ZuneMusic,False,WMP11.AssocFile.m3u,True,True,2,False,,False,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},audio/x-mpegurl,audio
.m4a,,exec4,Groove Music,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,1,WMP11.AssocFile.M4A,True,True,True,False,0,True,WMP11.AssocFile.M4A,True,True,3,True,,False,False,0,True,,audio/mp4,audio
.m4b,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,yes:noshell,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,audio
.m4p,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,yes:noshell,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,audio
.m4r,,exec4,Groove Music,C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.22031.10091.0_x64__8wekyb3d8bbwe?,,,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,,False,False,True,False,Microsoft.ZuneMusic_8wekyb3d8bbwe!Microsoft.ZuneMusic,False,,False,False,1,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,True,,,
.m4v,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MP4,True,True,True,False,0,True,WMP11.AssocFile.MP4,True,True,3,True,,False,False,0,True,,video/mp4,video
